date,avg,avg_kesson,avg_gensyo,high,high_kesson,high_gensyo,low,low_kesson,low_gensyo
2007/9/26,22.4,8,1,25.6,8,2,19.8,8,2
2007/9/27,22.4,8,1,25.4,8,2,19.8,8,2
2007/9/28,25.7,8,1,32.4,8,2,19.8,8,2
2007/9/29,17.6,8,1,22.2,8,2,15.2,8,2
2007/9/30,16.0,8,1,17.3,8,2,14.8,8,2
2007/10/1,17.4,8,1,19.9,8,2,15.7,8,2
2007/10/2,19.4,8,1,23.0,8,2,17.0,8,2
2007/10/3,19.8,8,1,21.8,8,2,18.0,8,2
2007/10/4,21.4,8,1,26.2,8,2,16.4,8,2
2007/10/5,21.6,8,1,26.9,8,2,18.3,8,2
2007/10/6,18.9,8,1,23.9,8,2,14.7,8,2
2007/10/7,18.2,8,1,23.7,8,2,12.1,8,2
2007/10/8,17.9,8,1,20.2,8,2,14.9,8,2
2007/10/9,18.3,8,1,19.4,8,2,16.9,8,2
2007/10/10,18.2,8,1,23.2,8,2,14.6,8,2
2007/10/11,19.7,8,1,24.6,8,2,15.0,8,2
2007/10/12,21.3,8,1,26.7,8,2,18.4,8,2
2007/10/13,18.7,8,1,21.8,8,2,16.6,8,2
2007/10/14,17.2,8,1,19.4,8,2,14.6,8,2
2007/10/15,18.1,8,1,22.2,8,2,15.1,8,2
2007/10/16,15.3,8,1,17.2,8,2,13.7,8,2
2007/10/17,17.0,8,1,21.4,8,2,13.1,8,2
2007/10/18,16.8,8,1,20.9,8,2,12.0,8,2
2007/10/19,16.5,8,1,19.5,8,2,13.3,8,2
2007/10/20,16.4,8,1,21.4,8,2,11.4,8,2
2007/10/21,15.6,8,1,21.8,8,2,10.4,8,2
2007/10/22,15.6,8,1,22.2,8,2,8.8,8,2
2007/10/23,17.4,8,1,23.1,8,2,12.4,8,2
2007/10/24,15.2,8,1,20.6,8,2,8.9,8,2
2007/10/25,15.7,8,1,20.4,8,2,8.8,8,2
2007/10/26,16.8,8,1,17.8,8,2,14.9,8,2
2007/10/27,16.0,8,1,17.5,8,2,13.0,8,2
2007/10/28,17.6,8,1,24.8,8,2,10.4,8,2
2007/10/29,18.2,8,1,25.7,8,2,12.3,8,2
2007/10/30,17.5,8,1,23.0,8,2,11.9,8,2
2007/10/31,16.3,8,1,20.8,8,2,12.6,8,2
2007/11/1,15.9,8,1,19.7,8,2,11.9,8,2
2007/11/2,15.2,8,1,18.0,8,2,13.5,8,2
2007/11/3,13.7,8,1,18.0,8,2,10.6,8,2
2007/11/4,14.0,8,1,20.0,8,2,7.6,8,2
2007/11/5,15.2,8,1,19.1,8,2,10.7,8,2
2007/11/6,14.7,8,1,17.0,8,2,12.9,8,2
2007/11/7,14.1,8,1,19.0,8,2,10.1,8,2
2007/11/8,14.3,8,1,20.0,8,2,10.3,8,2
2007/11/9,14.7,8,1,18.7,8,2,10.7,8,2
2007/11/10,12.3,8,1,13.5,8,2,11.6,8,2
2007/11/11,13.3,8,1,16.6,8,2,11.0,8,2
2007/11/12,13.1,8,1,19.5,8,2,8.4,8,2
2007/11/13,14.7,8,1,21.2,8,2,8.4,8,2
2007/11/14,14.0,8,1,20.2,8,2,8.6,8,2
2007/11/15,14.9,8,1,21.0,8,2,9.2,8,2
2007/11/16,10.8,8,1,14.0,8,2,6.8,8,2
2007/11/17,7.9,8,1,12.0,8,2,3.1,8,2
2007/11/18,9.9,8,1,19.1,8,2,2.3,8,2
2007/11/19,8.8,8,1,11.8,8,2,6.3,8,2
2007/11/20,8.1,8,1,16.6,8,2,3.4,8,2
2007/11/21,8.7,8,1,14.4,8,2,2.7,8,2
2007/11/22,7.2,8,1,12.7,8,2,3.1,8,2
2007/11/23,7.9,8,1,13.3,8,2,3.5,8,2
2007/11/24,6.9,8,1,14.5,8,2,0.5,8,2
2007/11/25,9.1,8,1,18.0,8,2,0.9,8,2
2007/11/26,9.4,8,1,16.8,8,2,2.7,8,2
2007/11/27,11.0,8,1,13.0,8,2,7.3,8,2
2007/11/28,10.7,8,1,12.0,8,2,9.7,8,2
2007/11/29,8.9,8,1,9.9,8,2,8.0,8,2
2007/11/30,9.2,8,1,10.0,8,2,8.1,8,2
2007/12/1,9.2,8,1,15.5,8,2,5.0,8,2
2007/12/2,9.1,8,1,15.5,8,2,3.6,8,2
2007/12/3,6.5,8,1,10.9,8,2,3.4,8,2
2007/12/4,8.2,8,1,13.3,8,2,4.5,8,2
2007/12/5,6.3,8,1,12.3,8,2,0.6,8,2
2007/12/6,7.1,8,1,14.1,8,2,0.4,8,2
2007/12/7,8.0,8,1,15.9,8,2,0.8,8,2
2007/12/8,9.3,8,1,13.9,8,2,3.6,8,2
2007/12/9,8.4,8,1,14.8,8,2,2.5,8,2
2007/12/10,7.4,8,1,13.3,8,2,1.7,8,2
2007/12/11,8.2,8,1,12.2,8,2,4.4,8,2
2007/12/12,9.3,8,1,15.2,8,2,1.7,8,2
2007/12/13,8.1,8,1,10.2,8,2,5.1,8,2
2007/12/14,7.7,8,1,14.6,8,2,3.4,8,2
2007/12/15,6.3,8,1,11.9,8,2,1.4,8,2
2007/12/16,5.3,8,1,10.6,8,2,1.1,8,2
2007/12/17,4.5,8,1,10.2,8,2,-1.1,8,2
2007/12/18,5.2,8,1,12.3,8,2,-0.8,8,2
2007/12/19,4.5,8,1,7.7,8,2,0.4,8,2
2007/12/20,5.7,8,1,11.7,8,2,0.6,8,2
2007/12/21,7.1,8,1,14.5,8,2,-0.9,8,2
2007/12/22,5.7,8,1,6.8,8,2,4.3,8,2
2007/12/23,7.8,8,1,13.2,8,2,3.8,8,2
2007/12/24,8.6,8,1,13.9,8,2,3.3,8,2
2007/12/25,5.5,8,1,8.4,8,2,1.1,8,2
2007/12/26,3.6,8,1,8.7,8,2,-1.4,8,2
2007/12/27,4.4,8,1,10.6,8,2,-2.5,8,2
2007/12/28,6.0,8,1,10.4,8,2,1.1,8,2
2007/12/29,10.6,8,1,13.9,8,2,7.0,8,2
2007/12/30,8.6,8,1,14.0,8,2,3.6,8,2
2007/12/31,5.0,8,1,9.6,8,2,0.5,8,2
2008/1/1,4.1,8,1,9.9,8,2,-1.3,8,2
2008/1/2,3.8,8,1,11.3,8,2,-3.0,8,2
2008/1/3,4.1,8,1,10.6,8,2,-1.8,8,2
2008/1/4,4.9,8,1,12.4,8,2,-1.4,8,2
2008/1/5,4.2,8,1,8.8,8,2,1.7,8,2
2008/1/6,6.3,8,1,14.5,8,2,-0.8,8,2
2008/1/7,5.9,8,1,10.8,8,2,0.5,8,2
2008/1/8,7.4,8,1,14.7,8,2,-0.9,8,2
2008/1/9,8.4,8,1,12.9,8,2,3.3,8,2
2008/1/10,6.2,8,1,11.9,8,2,1.1,8,2
2008/1/11,6.9,8,1,12.7,8,2,0.0,8,2
2008/1/12,6.1,8,1,8.5,8,2,3.8,8,2
2008/1/13,4.2,8,1,8.5,8,2,1.1,8,2
2008/1/14,3.8,8,1,6.9,8,2,1.5,8,2
2008/1/15,3.8,8,1,8.0,8,2,0.7,8,2
2008/1/16,5.2,8,1,9.8,8,2,-1.0,8,2
2008/1/17,3.2,8,1,8.0,8,2,0.7,8,2
2008/1/18,2.2,8,1,6.3,8,2,-1.0,8,2
2008/1/19,3.3,8,1,8.4,8,2,-2.0,8,2
2008/1/20,3.8,8,1,8.6,8,2,-2.7,8,2
2008/1/21,4.3,8,1,5.8,8,2,2.0,8,2
2008/1/22,3.1,8,1,5.9,8,2,-1.4,8,2
2008/1/23,1.9,8,1,3.5,8,2,0.3,8,2
2008/1/24,4.4,8,1,9.1,8,2,1.5,8,2
2008/1/25,3.0,8,1,7.2,8,2,0.5,8,2
2008/1/26,2.9,8,1,7.8,8,2,-0.7,8,2
2008/1/27,3.2,8,1,8.6,8,2,-1.6,8,2
2008/1/28,2.6,8,1,6.8,8,2,-3.3,8,2
2008/1/29,4.7,8,1,7.2,8,2,2.6,8,2
2008/1/30,6.5,8,1,12.4,8,2,0.4,8,2
2008/1/31,5.0,8,1,10.2,8,2,1.9,8,2
2008/2/1,3.4,8,1,9.7,8,2,-2.4,8,2
2008/2/2,3.5,8,1,6.4,8,2,0.0,8,2
2008/2/3,0.9,8,1,3.0,8,2,0.2,8,2
2008/2/4,3.1,8,1,8.3,8,2,-3.5,8,2
2008/2/5,3.9,8,1,9.6,8,2,-1.9,8,2
2008/2/6,2.1,8,1,3.7,8,2,1.0,8,2
2008/2/7,3.8,8,1,10.4,8,2,-0.2,8,2
2008/2/8,3.2,8,1,9.8,8,2,-2.1,8,2
2008/2/9,0.7,8,1,3.0,8,2,-1.9,8,2
2008/2/10,5.2,8,1,10.7,8,2,0.8,8,2
2008/2/11,4.9,8,1,10.5,8,2,-0.1,8,2
2008/2/12,4.9,8,1,8.1,8,2,3.1,8,2
2008/2/13,2.4,8,1,6.3,8,2,-2.3,8,2
2008/2/14,2.9,8,1,9.9,8,2,-5.5,8,2
2008/2/15,4.0,8,1,9.2,8,2,-2.0,8,2
2008/2/16,3.8,8,1,8.4,8,2,0.1,8,2
2008/2/17,1.9,8,1,6.1,8,2,-3.2,8,2
2008/2/18,3.9,8,1,10.1,8,2,-3.0,8,2
2008/2/19,3.6,8,1,9.3,8,2,-2.4,8,2
2008/2/20,5.3,8,1,12.4,8,2,-2.9,8,2
2008/2/21,7.4,8,1,13.5,8,2,1.1,8,2
2008/2/22,7.9,8,1,14.0,8,2,1.0,8,2
2008/2/23,6.2,8,1,16.8,8,2,0.6,8,2
2008/2/24,3.4,8,1,7.6,8,2,-0.7,8,2
2008/2/25,3.9,8,1,8.5,8,2,-0.6,8,2
2008/2/26,7.6,8,1,15.3,8,2,0.7,8,2
2008/2/27,6.0,8,1,9.5,8,2,2.1,8,2
2008/2/28,5.2,8,1,11.6,8,2,-0.4,8,2
2008/2/29,6.2,8,1,13.0,8,2,-2.1,8,2
2008/3/1,7.3,8,1,15.2,8,2,0.4,8,2
2008/3/2,7.2,8,1,12.0,8,2,-0.2,8,2
2008/3/3,8.0,8,1,14.6,8,2,0.7,8,2
2008/3/4,7.3,8,1,11.2,8,2,3.0,8,2
2008/3/5,5.7,8,1,10.2,8,2,3.0,8,2
2008/3/6,3.3,4,1,7.9,4,2,0.0,4,2
2008/3/7,8.3,4,1,12.5,4,2,4.3,4,2
2008/3/8,7.1,8,1,13.8,8,2,-1.3,8,2
2008/3/9,9.2,8,1,16.7,8,2,-0.4,8,2
2008/3/10,7.5,8,1,11.5,8,2,4.5,8,2
2008/3/11,11.4,8,1,18.5,8,2,3.8,8,2
2008/3/12,9.4,8,1,12.9,8,2,6.4,8,2
2008/3/13,9.5,8,1,14.4,8,2,4.4,8,2
2008/3/14,12.1,8,1,15.3,8,2,8.5,8,2
2008/3/15,14.2,8,1,20.0,8,2,11.3,8,2
2008/3/16,14.2,8,1,19.1,8,2,10.5,8,2
2008/3/17,12.5,8,1,15.8,8,2,9.6,8,2
2008/3/18,12.3,8,1,16.8,8,2,9.7,8,2
2008/3/19,10.4,8,1,12.9,8,2,8.7,8,2
2008/3/20,8.4,8,1,10.0,8,2,7.5,8,2
2008/3/21,10.8,8,1,15.1,8,2,6.5,8,2
2008/3/22,11.4,8,1,19.1,8,2,4.0,8,2
2008/3/23,11.8,8,1,18.8,8,2,4.4,8,2
2008/3/24,8.5,8,1,10.8,8,2,6.3,8,2
2008/3/25,11.5,8,1,17.9,8,2,3.7,8,2
2008/3/26,13.5,8,1,21.3,8,3,8.1,8,3
2008/3/27,11.0,8,1,16.3,8,3,6.9,8,3
2008/3/28,11.0,8,1,17.2,8,3,6.8,8,3
2008/3/29,10.3,8,1,16.5,8,3,2.9,8,3
2008/3/30,8.3,8,1,12.2,8,3,5.5,8,3
2008/3/31,7.2,8,1,12.9,8,3,2.7,8,3
2008/4/1,10.7,8,1,17.4,8,3,1.5,8,3
2008/4/2,11.7,8,1,17.0,8,3,5.7,8,3
2008/4/3,12.7,8,1,18.5,8,3,6.4,8,3
2008/4/4,12.8,8,1,18.8,8,3,6.0,8,3
2008/4/5,13.0,8,1,19.7,8,3,5.6,8,3
2008/4/6,13.2,8,1,19.7,8,3,5.2,8,3
2008/4/7,12.2,8,1,15.9,8,3,7.4,8,3
2008/4/8,11.2,8,1,12.9,8,3,10.2,8,3
2008/4/9,13.5,8,1,17.5,8,3,11.0,8,3
2008/4/10,9.7,8,1,11.3,8,3,9.1,8,3
2008/4/11,14.6,8,1,22.5,8,3,9.2,8,3
2008/4/12,15.4,8,1,20.2,8,3,11.7,8,3
2008/4/13,9.7,8,1,14.3,8,3,8.2,8,3
2008/4/14,12.8,8,1,18.8,5,3,9.0,5,3
2008/4/15,14.8,8,1,22.2,8,3,7.2,8,3
2008/4/16,16.2,8,1,21.0,8,3,9.7,8,3
2008/4/17,15.7,8,1,19.3,8,3,12.7,8,3
2008/4/18,12.9,8,1,14.6,8,3,12.2,8,3
2008/4/19,15.1,8,1,20.2,8,3,11.7,8,3
2008/4/20,15.5,8,1,18.4,8,3,12.6,8,3
2008/4/21,15.8,8,1,21.6,8,3,11.5,8,3
2008/4/22,16.1,8,1,22.2,8,3,9.3,8,3
2008/4/23,16.7,8,1,22.0,8,3,8.7,8,3
2008/4/24,17.3,8,1,20.5,8,3,14.2,8,3
2008/4/25,15.0,8,1,19.0,8,3,12.8,8,3
2008/4/26,12.9,8,1,15.8,8,3,11.1,8,3
2008/4/27,14.2,8,1,19.6,8,3,10.5,8,3
2008/4/28,15.8,8,1,20.2,8,3,12.9,8,3
2008/4/29,16.9,8,1,23.2,8,3,12.9,8,3
2008/4/30,19.2,8,1,27.3,8,3,11.4,8,3
2008/5/1,19.6,8,1,25.6,8,3,13.7,8,3
2008/5/2,18.7,8,1,21.3,8,3,16.8,8,3
2008/5/3,18.6,8,1,22.5,8,3,16.7,8,3
2008/5/4,18.9,8,1,22.8,8,3,16.1,8,3
2008/5/5,18.1,8,1,20.7,8,3,15.8,8,3
2008/5/6,19.0,8,1,25.4,8,3,14.5,8,3
2008/5/7,20.3,8,1,27.8,8,3,11.1,8,3
2008/5/8,18.9,8,1,24.0,8,3,15.6,8,3
2008/5/9,18.4,8,1,23.5,8,3,14.7,8,3
2008/5/10,12.3,8,1,16.1,8,3,9.9,8,3
2008/5/11,11.3,8,1,13.6,8,3,9.3,8,3
2008/5/12,11.9,8,1,15.0,8,3,9.1,8,3
2008/5/13,11.6,8,1,14.2,8,3,8.8,8,3
2008/5/14,12.2,8,1,14.7,8,3,10.1,8,3
2008/5/15,16.4,8,1,23.0,8,3,9.0,8,3
2008/5/16,17.8,8,1,23.4,8,3,12.8,8,3
2008/5/17,18.5,8,1,24.4,8,3,14.6,8,3
2008/5/18,18.2,8,1,23.5,8,3,14.1,8,3
2008/5/19,19.2,8,1,23.4,8,3,14.6,8,3
2008/5/20,19.5,8,1,24.2,8,3,16.6,8,3
2008/5/21,18.8,8,1,24.5,8,3,10.8,8,3
2008/5/22,20.6,8,1,27.7,8,3,13.2,8,3
2008/5/23,23.4,8,1,30.3,8,3,17.4,8,3
2008/5/24,20.7,8,1,26.6,8,3,17.8,8,3
2008/5/25,20.1,8,1,23.4,8,3,18.0,8,3
2008/5/26,22.3,8,1,27.7,8,3,17.6,8,3
2008/5/27,21.8,8,1,28.8,8,3,15.3,8,3
2008/5/28,20.9,8,1,26.0,8,3,16.6,8,3
2008/5/29,15.1,8,1,17.6,8,3,14.4,8,3
2008/5/30,13.8,8,1,15.2,8,3,12.4,8,3
2008/5/31,12.9,8,1,14.1,8,3,11.8,8,3
2008/6/1,18.0,8,1,24.7,8,3,11.0,8,3
2008/6/2,17.9,8,1,20.9,8,3,15.1,8,3
2008/6/3,14.9,8,1,15.5,8,3,14.3,8,3
2008/6/4,17.8,8,1,22.2,8,3,14.5,8,3
2008/6/5,17.5,8,1,19.4,8,3,15.7,8,3
2008/6/6,22.3,8,1,28.1,8,3,17.9,8,3
2008/6/7,22.5,8,1,27.0,8,3,18.6,8,3
2008/6/8,21.4,8,1,24.9,8,3,19.0,8,3
2008/6/9,20.3,8,1,24.4,5,3,16.5,5,3
2008/6/10,21.4,8,1,27.6,8,3,14.4,8,3
2008/6/11,22.2,8,1,27.1,8,3,18.3,8,3
2008/6/12,17.6,8,1,20.6,8,3,14.7,8,3
2008/6/13,21.4,8,1,28.7,8,3,13.0,8,3
2008/6/14,22.5,8,1,29.6,8,3,16.4,8,3
2008/6/15,20.8,8,1,25.8,8,3,17.1,8,3
2008/6/16,22.2,8,1,28.6,8,3,17.6,8,3
2008/6/17,21.9,8,1,25.9,8,3,19.1,8,3
2008/6/18,21.7,8,1,27.5,8,3,18.7,8,3
2008/6/19,23.4,8,1,29.2,8,3,20.1,8,3
2008/6/20,22.7,8,1,25.0,8,3,21.3,8,3
2008/6/21,22.9,8,1,27.1,8,3,21.5,8,3
2008/6/22,21.1,8,1,23.8,8,3,18.9,8,3
2008/6/23,20.8,8,1,23.7,8,3,18.4,8,3
2008/6/24,23.0,8,1,28.2,8,3,18.9,8,3
2008/6/25,21.7,8,1,25.3,8,3,17.6,8,3
2008/6/26,16.3,8,1,17.6,8,3,14.7,8,3
2008/6/27,21.1,8,1,25.9,8,3,15.7,8,3
2008/6/28,22.4,8,1,26.7,8,3,18.3,8,3
2008/6/29,20.2,8,1,21.3,8,3,19.0,8,3
2008/6/30,20.8,8,1,24.4,8,3,18.6,8,3
2008/7/1,21.2,8,1,26.3,8,3,17.6,8,3
2008/7/2,23.5,8,1,28.2,8,3,20.1,8,3
2008/7/3,23.9,8,1,28.8,8,3,19.9,8,3
2008/7/4,26.6,8,1,32.3,8,3,22.1,8,3
2008/7/5,26.8,8,1,32.1,8,3,23.0,8,3
2008/7/6,26.6,8,1,33.0,8,3,22.8,8,3
2008/7/7,24.3,8,1,26.4,8,3,23.0,8,3
2008/7/8,23.8,8,1,26.6,8,3,22.1,8,3
2008/7/9,23.7,8,1,26.0,8,3,21.5,8,3
2008/7/10,23.4,8,1,27.0,8,3,18.9,8,3
2008/7/11,25.4,8,1,30.6,8,3,20.8,8,3
2008/7/12,27.3,8,1,35.5,8,3,22.3,8,3
2008/7/13,27.6,8,1,33.6,8,3,23.0,8,3
2008/7/14,27.9,8,1,33.0,5,3,24.4,5,3
2008/7/15,27.4,8,1,32.0,8,3,24.5,8,3
2008/7/16,27.3,8,1,32.7,8,3,23.4,8,3
2008/7/17,28.1,8,1,33.6,8,3,25.2,8,3
2008/7/18,27.6,8,1,32.8,8,3,24.9,8,3
2008/7/19,29.2,8,1,35.2,8,3,25.0,8,3
2008/7/20,27.7,8,1,33.0,8,3,25.1,8,3
2008/7/21,26.4,8,1,31.0,8,3,24.4,8,3
2008/7/22,28.1,8,1,33.0,8,3,24.9,8,3
2008/7/23,28.4,8,1,33.1,8,3,25.6,8,3
2008/7/24,29.3,8,1,34.3,8,3,26.4,8,3
2008/7/25,29.4,8,1,36.1,8,3,24.2,8,3
2008/7/26,28.0,8,1,33.5,8,3,24.2,8,3
2008/7/27,27.1,8,1,34.1,8,3,23.7,8,3
2008/7/28,27.6,8,1,32.6,8,3,22.6,8,3
2008/7/29,27.6,8,1,34.0,8,3,23.3,8,3
2008/7/30,26.0,8,1,30.8,8,3,22.5,8,3
2008/7/31,26.3,8,1,31.3,8,3,22.2,8,3
2008/8/1,26.7,8,1,31.7,8,3,24.3,8,3
2008/8/2,28.1,8,1,33.3,8,3,23.8,8,3
2008/8/3,29.7,8,1,34.9,8,3,24.9,8,3
2008/8/4,29.2,8,1,35.1,8,3,25.9,8,3
2008/8/5,27.2,8,1,32.2,8,3,25.5,8,3
2008/8/6,28.7,8,1,34.4,8,3,24.5,8,3
2008/8/7,29.4,8,1,35.2,8,3,24.8,8,3
2008/8/8,29.9,8,1,36.6,8,3,25.2,8,3
2008/8/9,28.6,8,1,33.7,8,3,24.8,8,3
2008/8/10,26.6,8,1,30.0,8,3,24.1,8,3
2008/8/11,28.3,8,1,33.9,8,3,24.5,8,3
2008/8/12,28.3,8,1,33.2,8,3,25.7,8,3
2008/8/13,28.8,8,1,33.3,8,3,26.1,8,3
2008/8/14,28.7,8,1,35.6,8,3,24.6,8,3
2008/8/15,30.5,8,1,37.4,8,3,24.9,8,3
2008/8/16,29.0,8,1,36.1,8,3,25.0,8,3
2008/8/17,22.3,8,1,25.3,8,3,20.6,8,3
2008/8/18,24.8,8,1,30.3,8,3,19.8,8,3
2008/8/19,27.4,8,1,34.6,8,3,24.1,8,3
2008/8/20,27.1,8,1,33.5,8,3,22.3,8,3
2008/8/21,25.3,8,1,31.8,8,3,21.1,8,3
2008/8/22,21.9,8,1,24.4,8,3,19.6,8,3
2008/8/23,19.3,8,1,20.9,8,3,18.4,8,3
2008/8/24,20.2,8,1,21.4,8,3,18.9,8,3
2008/8/25,21.5,8,1,22.5,8,3,20.8,8,3
2008/8/26,20.9,8,1,21.9,8,3,18.9,8,3
2008/8/27,24.3,8,1,29.8,8,3,18.9,8,3
2008/8/28,24.1,8,1,26.1,8,3,22.4,8,3
2008/8/29,25.4,8,1,30.6,8,3,22.2,8,3
2008/8/30,24.3,8,1,28.9,8,3,21.8,8,3
2008/8/31,25.6,8,1,31.2,8,3,22.5,8,3
2008/9/1,26.2,8,1,30.9,8,3,22.6,8,3
2008/9/2,27.2,8,1,32.1,8,3,23.2,8,3
2008/9/3,27.6,8,1,31.9,8,3,24.3,8,3
2008/9/4,25.6,8,1,29.4,8,3,23.3,8,3
2008/9/5,26.1,8,1,31.1,8,3,22.9,8,3
2008/9/6,26.7,8,1,31.2,8,3,24.1,8,3
2008/9/7,25.8,8,1,32.1,8,3,21.6,8,3
2008/9/8,26.1,8,1,31.8,8,3,21.3,8,3
2008/9/9,24.9,8,1,30.4,8,3,18.5,8,3
2008/9/10,23.2,8,1,28.7,8,3,18.4,8,3
2008/9/11,22.9,8,1,26.7,8,3,16.6,8,3
2008/9/12,25.2,8,1,31.8,8,3,18.3,8,3
2008/9/13,26.2,8,1,31.5,8,3,21.0,8,3
2008/9/14,25.4,8,1,29.9,8,3,22.5,8,3
2008/9/15,23.0,8,1,25.9,8,3,20.8,8,3
2008/9/16,22.2,8,1,27.0,8,3,19.4,8,3
2008/9/17,24.3,8,1,29.8,8,3,19.2,8,3
2008/9/18,22.5,8,1,24.3,8,3,21.3,8,3
2008/9/19,22.8,8,1,26.3,8,3,20.8,8,3
2008/9/20,24.4,8,1,29.6,8,3,21.3,8,3
2008/9/21,22.1,8,1,25.0,8,3,20.4,8,3
2008/9/22,19.9,8,1,22.2,8,3,17.1,8,3
2008/9/23,22.4,8,1,28.4,8,3,15.8,8,3
2008/9/24,23.8,8,1,28.2,8,3,21.1,8,3
2008/9/25,23.4,8,1,28.4,8,3,18.9,8,3
2008/9/26,24.1,8,1,28.6,8,3,19.2,8,3
2008/9/27,19.1,8,1,23.0,8,3,16.9,8,3
2008/9/28,16.7,8,1,18.5,8,3,14.7,8,3
2008/9/29,15.6,8,1,16.9,8,3,14.9,8,3
2008/9/30,16.5,8,1,18.0,8,3,15.1,8,3
2008/10/1,17.7,8,1,21.4,8,3,13.4,8,3
2008/10/2,17.8,8,1,24.0,8,3,10.8,8,3
2008/10/3,18.6,8,1,23.6,8,3,15.5,8,3
2008/10/4,19.3,8,1,25.7,8,3,13.1,8,3
2008/10/5,19.6,8,1,25.2,8,3,14.1,8,3
2008/10/6,17.6,8,1,21.5,8,3,15.4,8,3
2008/10/7,20.4,8,1,23.9,8,3,15.7,8,3
2008/10/8,18.1,8,1,20.1,8,3,16.3,8,3
2008/10/9,20.0,8,1,25.4,8,3,16.1,8,3
2008/10/10,20.2,8,1,25.9,8,3,14.5,8,3
2008/10/11,19.5,8,1,24.8,8,3,16.7,8,3
2008/10/12,17.9,8,1,21.8,8,3,15.1,8,3
2008/10/13,18.4,8,1,23.7,8,3,15.1,8,3
2008/10/14,17.4,8,1,20.0,8,3,15.7,8,3
2008/10/15,18.6,8,1,24.1,8,3,14.8,8,3
2008/10/16,17.2,8,1,24.0,8,3,11.5,8,3
2008/10/17,17.8,8,1,23.3,8,3,10.6,8,3
2008/10/18,18.8,8,1,23.7,8,3,12.5,8,3
2008/10/19,19.2,8,1,22.6,8,3,15.5,8,3
2008/10/20,19.7,8,1,25.0,8,3,16.0,8,3
2008/10/21,18.4,8,1,24.4,8,3,12.7,8,3
2008/10/22,18.7,8,1,23.6,8,3,13.7,8,3
2008/10/23,18.5,8,1,21.9,8,3,16.7,8,3
2008/10/24,19.5,8,1,21.7,8,3,17.7,8,3
2008/10/25,19.5,8,1,22.3,8,3,16.4,8,3
2008/10/26,17.4,8,1,19.2,8,3,15.0,8,3
2008/10/27,16.8,8,1,21.8,8,3,12.6,8,3
2008/10/28,15.8,8,1,21.3,8,3,10.4,8,3
2008/10/29,15.7,8,1,22.0,8,3,10.3,8,3
2008/10/30,13.0,8,1,17.7,8,3,9.7,8,3
2008/10/31,12.4,8,1,15.5,8,3,8.5,8,3
2008/11/1,14.0,8,1,21.6,8,3,7.8,8,3
2008/11/2,13.1,8,1,19.2,8,3,7.7,8,3
2008/11/3,13.2,8,1,15.9,8,3,10.5,8,3
2008/11/4,13.9,8,1,19.8,8,3,8.6,8,3
2008/11/5,11.7,8,1,17.6,8,3,6.3,8,3
2008/11/6,13.4,8,1,22.6,8,3,5.7,8,3
2008/11/7,16.3,8,1,23.4,8,3,12.4,8,3
2008/11/8,12.8,8,1,14.0,8,3,10.9,8,3
2008/11/9,10.8,8,1,12.1,8,3,9.5,8,3
2008/11/10,11.0,8,1,14.2,8,3,9.0,8,3
2008/11/11,10.7,8,1,13.2,8,3,8.9,8,3
2008/11/12,11.7,8,1,13.2,8,3,10.1,8,3
2008/11/13,13.9,8,1,19.1,8,3,8.9,8,3
2008/11/14,13.1,8,1,19.2,8,3,6.5,8,3
2008/11/15,14.7,8,1,18.6,8,3,12.3,8,3
2008/11/16,14.3,8,1,15.7,8,3,13.3,8,3
2008/11/17,14.4,8,1,19.4,8,3,8.4,8,3
2008/11/18,14.3,8,1,19.3,8,3,8.0,8,3
2008/11/19,9.7,8,1,15.5,8,3,3.3,8,3
2008/11/20,7.2,8,1,12.7,8,3,1.6,8,3
2008/11/21,8.6,8,1,16.3,8,3,-0.5,8,3
2008/11/22,9.6,8,1,14.4,8,3,4.5,8,3
2008/11/23,10.6,8,1,17.5,8,3,5.5,8,3
2008/11/24,8.0,8,1,11.3,8,3,5.3,8,3
2008/11/25,9.2,8,1,14.0,8,3,5.9,8,3
2008/11/26,9.5,8,1,13.8,8,3,6.3,8,3
2008/11/27,7.3,8,1,8.3,8,3,4.9,8,3
2008/11/28,9.4,8,1,13.1,8,3,7.2,8,3
2008/11/29,10.7,8,1,15.8,8,3,3.0,8,3
2008/11/30,9.5,8,1,16.0,8,3,3.0,8,3
2008/12/1,8.1,8,1,13.3,8,3,1.0,8,3
2008/12/2,8.7,8,1,10.8,8,3,6.2,8,3
2008/12/3,10.2,8,1,18.2,8,3,3.7,8,3
2008/12/4,10.0,8,1,16.0,8,3,3.5,8,3
2008/12/5,12.3,8,1,19.5,8,3,5.9,8,3
2008/12/6,8.4,8,1,13.1,8,3,3.3,8,3
2008/12/7,5.3,8,1,10.7,8,3,0.2,8,3
2008/12/8,5.9,8,1,11.4,8,3,1.2,8,3
2008/12/9,6.6,8,1,10.6,8,3,0.2,8,3
2008/12/10,13.0,8,1,18.5,8,3,8.7,8,3
2008/12/11,11.9,8,1,18.7,8,3,4.9,8,3
2008/12/12,10.5,8,1,16.5,8,3,4.1,8,3
2008/12/13,10.0,8,1,12.6,8,3,7.3,8,3
2008/12/14,5.8,8,1,10.1,8,3,1.1,8,3
2008/12/15,4.3,8,1,10.4,8,3,-0.5,8,3
2008/12/16,6.2,8,1,12.3,8,3,-1.8,8,3
